1.000000,1.000000,1.000000,1.000000,1.010000,1.010000,1.000000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.010000,1.010000,1.000000,1.000000,1.000000,1.010000,1.000000,1.010000,1.000000,1.000000,1.010000,1.010000,1.010000,1.010000,1.010000,1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.010000,1.010000,1.000000,1.010000,1.000000,1.000000,1.000000,1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.010000,1.010000,1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.000000,1.010000,1.000000,1.000000,1.010000,1.010000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.000000,1.010000,1.010000
1.010000,1.010000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.000000,1.010000,1.000000,1.010000,1.000000,1.010000,1.010000,1.010000,1.000000,1.010000,1.000000,1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.000000,1.010000,1.010000,1.000000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.000000,1.010000,1.000000,1.000000,1.010000,1.010000,1.000000,1.000000,1.010000,1.000000,1.000000,1.000000,1.000000,1.000000,1.010000,1.000000,1.000000,1.000000,1.010000,1.010000,1.010000,1.000000,1.010000,1.010000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.010000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.000000,1.010000,1.000000,1.000000,1.010000,1.010000,1.010000,1.000000,1.010000,1.000000,1.000000,1.000000,1.010000,1.000000,1.000000
1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.010000,1.010000,1.000000,1.000000,1.010000,1.000000,1.000000,1.010000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.010000,1.000000,1.010000,1.000000,1.010000,1.000000,1.000000,1.010000,1.000000,1.000000,1.000000,1.010000,1.010000,1.010000,1.000000,1.000000,1.010000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.010000,1.000000,1.010000,1.000000,1.010000,1.010000,1.010000,1.000000,1.000000,1.010000,1.010000,1.010000,1.010000,1.000000,1.000000,1.000000,1.010000,1.000000,1.000000,1.000000,1.010000,1.000000,1.010000,1.000000,1.000000,1.000000,1.000000,1.010000,1.010000,1.000000,1.000000,1.010000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.000000,1.010000,1.010000,1.000000,1.000000,1.010000,1.000000,1.000000
1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.000000,1.000000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.010000,1.010000,1.010000,1.000000,1.000000,1.010000,1.010000,1.010000,1.000000,1.010000,1.000000,1.000000,1.000000,1.010000,1.010000,1.000000,1.000000,1.010000,1.010000,1.010000,1.000000,1.000000,1.010000,1.010000,1.000000,1.000000,1.010000,1.000000,1.000000,1.000000,1.000000,1.000000,1.010000,1.010000,1.010000,1.010000,1.000000,1.010000,1.000000,1.000000,1.000000,1.010000,1.010000,1.010000,1.010000,1.000000,1.010000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.010000,1.010000,1.010000,1.000000,1.000000,1.000000,1.010000,1.010000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.010000,1.000000,1.010000,1.000000,1.010000
1.000000,1.010000,1.000000,1.010000,1.000000,1.000000,1.000000,1.000000,1.010000,1.010000,1.010000,1.000000,1.010000,1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.010000,1.000000,1.000000,1.010000,1.000000,1.000000,1.010000,1.010000,1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.010000,1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.000000,1.010000,1.000000,1.000000,1.000000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.000000,1.000000,1.010000,1.010000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.010000,1.010000,1.000000,1.010000,1.000000,1.010000,1.000000,1.000000,1.010000,1.010000,1.000000,1.010000,1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.010000,1.000000,1.010000,1.010000,1.010000,1.010000,1.010000,1.000000,1.010000,1.000000
1.010000,1.000000,1.010000,1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.010000,1.010000,1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.000000,1.010000,1.000000,1.000000,1.010000,1.010000,1.000000,1.010000,1.010000,1.010000,1.000000,1.010000,1.000000,1.000000,1.010000,1.010000,1.010000,1.010000,1.010000,1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.010000,1.010000,1.010000,1.000000,1.000000,1.000000,1.010000,1.000000,1.000000,1.000000,1.010000,1.010000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.010000,1.000000,1.000000,1.000000,1.010000,1.010000,1.010000,1.010000,1.010000,1.000000,1.010000,1.000000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.000000
1.010000,1.010000,1.010000,1.010000,1.000000,1.010000,1.000000,1.000000,1.010000,1.010000,1.000000,1.000000,1.010000,1.000000,1.000000,1.010000,1.000000,1.000000,1.000000,1.000000,1.010000,1.010000,1.010000,1.010000,1.000000,1.010000,1.010000,1.010000,1.010000,1.000000,1.000000,1.010000,1.010000,1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.000000,1.010000,1.010000,1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.010000,1.000000,1.010000
1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.010000,1.010000,1.000000,1.000000,1.010000,1.010000,1.010000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.010000,1.000000,1.010000,1.000000,1.000000,1.010000,1.000000,1.000000,1.010000,1.000000,1.000000,1.000000,1.000000,1.010000,1.010000,1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.010000,1.010000,1.000000,1.000000,1.010000,1.010000,1.000000,1.010000,1.010000,1.010000,1.000000,1.010000,1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.000000,1.010000,1.000000,1.000000,1.010000,1.000000,1.000000,1.000000,1.000000,1.010000,1.000000,1.000000,1.000000,1.010000,1.010000,1.000000,1.010000,1.000000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.000000
1.000000,1.010000,1.000000,1.000000,1.010000,1.010000,1.000000,1.000000,1.010000,1.000000,1.000000,1.010000,1.000000,1.000000,1.010000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.010000,1.010000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.000000,1.000000,1.010000,1.000000,1.010000,1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.000000,1.010000,1.000000,1.010000,1.010000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.000000,1.010000,1.010000,1.010000,1.000000,1.000000,1.010000,1.010000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.000000,1.010000,1.000000,1.000000,1.010000,1.000000,1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.000000,1.000000,1.000000,1.010000,1.010000
1.000000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000,1.010000,1.010000,1.000000,1.010000,1.000000,1.000000,1.000000,1.000000,1.000000,1.010000,1.000000,1.010000,1.000000,1.000000,1.010000,1.000000,1.000000,1.010000,1.010000,1.010000,1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.010000,1.010000,1.000000,1.010000,1.000000,1.000000,1.010000,1.010000,1.010000,1.000000,1.000000,1.010000,1.010000,1.010000,1.000000,1.010000,1.010000,1.010000,1.010000,1.010000,1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.010000,1.000000,1.000000,1.000000,1.010000,1.010000,1.000000,1.000000,1.000000,1.000000,1.010000,1.000000,1.000000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.000000,1.000000,1.010000,1.000000,1.010000,1.010000,1.010000,1.010000,1.010000,1.000000,1.010000,1.010000,1.000000,1.010000
